ID,INCIDENT,DATE,TIME,ADDRESS,ZIP,BATTALION/SHIFT,MAPSCO,COUNCIL_DISTRICT,CENSUS_TRACT,STRUCTURE_TYPE,NO_OF_STORIES,CONSTRUCTION,CAUSE,TOTAL_VALUE,STRUCTURE_LOSS,CONTENTS_LOSS,TOTAL_SAVED,SPRINKER_SYS,ALARM_SYS
18209,2020163028,07/23/2020,04:40 AM,3221 FLORA ST,75204,1/A,45G,14,1600,VEHICLE,2015,BMW 5 SERIES BTM,UNDETERMINED,27000,-23000,0,4000,NO,
18219,2020166711,07/26/2020,11:05 PM,6041 RIDGECREST RD,75231,4/B,26U,13,7820,DUMPSTER,,,INCENDIARY,0,0,0,0,,
18274,2020129176,06/13/2020,10:37 AM,2508 SAN MARCUS AVE,75228,4/A,38R,9,12500,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,192790,-30000,-5000,157790,NO,YES
18157,2020148463,07/05/2020,04:34 AM,6328 CONCERTO LN,75241,5/A,65T,3,11300,DWELLING,1,WOOD,UNDETERMINED,97610,-82610,-15000,0,N/A,UNK
18140,2020145262,07/01/2020,11:11 PM,3207 SPRING AVE,75215,1/A,46U,7,3700,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,38000,-500,0,37500,NO,YES
18169,2020153247,07/11/2020,08:33 PM,1840 RYAN RD,75220,7/A,22N,6,9900,COMMERCIAL,1,METAL,IMPROPER CONTAINER OR STRAGE PROCEDURE,3302420,0,-400000,2902420,N/A,
18222,,07/26/2020,01:31 PM,2011 N PRAIRIE AVE,75204,3/B-E,35Z-E,,,FENCE,,,EXPOSURE (UNDETERMINED),0,-2000,0,-2000,NO,NO
18310,2020137925,06/23/2020,08:56 AM,2903 EMBER CREST RD,75241,5/B,66W,8,16701,DWELLING,1,WOOD,UNDETERMINED,96490,-50000,0,46490,N/A,UNK
18200,2020162205,07/21/2020,10:56 AM,6050 MELODY LN,75231,4/C,26U,13,7819,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,63580,-10000,0,53580,NO,YES
18164,2020151639,07/09/2020,12:49 AM,2847 BEDFORD ST,75212,9/C,43Q,6,20500,VEHICLE,1978,GMC VAN,UNDETERMINED,1500,-1500,0,0,,
18327,2020142251,06/28/2020,02:41 PM,3019 SOUTH BLVD,75215,7/A,46P,7,20300,APARTMENTS,2,WOOD,UNDETERMINED,1794310,-5000,-25,1789285,NO,YES
18268,2020127599,06/11/2020,01:41 PM,7043 LA COSA DR,75248,2/B,5Z,11,13606,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,12958000,-5000,0,12953000,NO,YES
18264,2020126415,06/10/2020,12:59 AM,1418 PADGITT AVE,75203,6/C,55F,4,4900,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,85470,-83470,-2000,0,NO,NO
18270,2020128108,06/12/2020,03:39 AM,8738 EDEN VALLEY LN,75217,8/B,58R,5,9202,VEHICLE,2003,FORD MUSTANG,INCENDIARY,5000,-20,0,4980,,
18238,2020119243,06/01/2020,09:25 PM,1039 BLUEBERRY BLVD,75217,8/A,59J,5,9202,DWELLING,1,WOOD,UNDETERMINED,89160,-10000,0,79160,NO,NO
18283,2020130771,06/15/2020,09:17 AM,5407 BRYAN ST,75206,3/C,36X,14,1400,CONDOMINIUMS,3,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,199000,-1000,0,198000,YES,YES
18295,,06/06/2020,01:10 PM,10835 COMPOSITE DR,,7/C-E,22R-E,,,VEHICLE,2020,FORD FUSION,EXPOSURE (ACCIDENTAL),17000,-1500,0,15500,,
18166,2020152061,07/09/2020,02:21 PM,2406 VILBIG RD,75212,9/C,44N,6,4300,OPEN LOT AREA,,,INCENDIARY,0,0,0,0,NO,
18329,2020144046,06/30/2020,04:08 PM,3015 E LEDBETTER DR,75216,5/C,66B,4,8704,VEGETATION (SHRUB),,,INCENDIARY,50,0,0,50,N/A,NO
18252,2020122657,06/05/2020,09:38 PM,1301 PENNSYLVANIA AVE,75215,1/B,46W,7,3400,DWELLING,1,WOOD,MISUSE OF MATERIAL OR PRODUCT OTHER,48320,-25,0,48295,N/A,
18217,2020165895,07/25/2020,11:24 PM,5618 ROCKY RIDGE DR,75241,5/A,64R,4,11200,DWELLING,1,BRICK,UNDETERMINED,217530,-40000,-5000,172530,N/A,YES
18139,2020144639,07/01/2020,09:22 AM,534 SUNSET AVE,75208,6/A,54G,1,4700,COMMERCIAL,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,281350,-20000,-5000,256350,NO,NO
18249,2020121575,06/04/2020,05:17 PM,5108 MAPLE SPRINGS BLVD,75235,3/A,34V,2,404,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,352010,-750,0,351260,NO,YES
18266,2020126676,06/10/2020,11:35 AM,157 W COMMERCE ST,75208,1/A,45N,6,4300,VEHICLE,2014,FORD F150,UNDETERMINED,1600,-1600,0,0,N/A,NO
18305,2020136603,06/21/2020,06:18 PM,4234 CONCHO ST,75206,3/C,36K,14,202,DWELLING,1,WOOD,UNDETERMINED,353000,0,0,353000,NO,YES
18198,2020160522,07/19/2020,06:16 AM,4704 ASHBROOK RD,75227,8/C,47M,7,12206,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,69780,-60000,-6000,3780,NO,YES
18269,2020127764,06/11/2020,05:11 PM,200 CRESCENT CT,75201,1/B,45F,14,1800,VEHICLE,2011,MERCEDES C300,UNSPECIFIED SHORT CIRCUIT ARC,25000,-25000,0,0,,
18178,2020156296,07/14/2020,03:20 AM,3324 HARLANDALE AVE,75216,6/A,55X,4,5700,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,64000,-2500,0,61500,NO,NO
18179,2020156251,07/14/2020,12:42 AM,3434 TERRELL  ST,75223,3/A,47J,7,2500,VEHICLE,2010,NISSAN ALTIMA,INCENDIARY,2000,-1000,0,1000,N/A,NO
18201,2020162362,07/21/2020,03:12 PM,1337 CHEMICAL ST,75207,9/C,44B,6,10000,PATIO,,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,3000,-3000,0,0,N/A,UNK
18203,2020162681,07/21/2020,10:33 PM,1954 MCBROOM ST,75212,9/C,44J,6,10101,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,89000,-25000,-1000,63000,NO,NO
18313,2020137911,06/23/2020,08:30 AM,14332 MONTFORT DR,75254,2/B,15E,11,13623,APARTMENTS,,,INCENDIARY,0,0,0,0,,
18250,2020122360,06/05/2020,03:21 PM,1401 STARK RD,75253,8/B,70l,8,17004,TRAILER,,,UNDETERMINED,500,-500,0,0,N/A,
18247,2020121864,06/05/2020,12:19 AM,7817 DOAK DR,75217,8/A,68C,8,11601,DWELLING,1,,EQUIPMENT UNATTENDED,125870,-4000,-1000,120870,NO,NO
18177,2020155810,07/13/2020,03:23 PM,510 N GILPIN  AVE,75211,9/B,53B,1,6700,COMMERCIAL,1,,UNDETERMINED,7000,-400,0,6600,N/A,NO
18235,2020118607,06/01/2020,02:20 AM,9669 FOREST LN,75243,2/C,17Y,10,19035,CONDOMINIUMS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,21739990,-2000,0,21737990,NO,YES
18206,2020163028,07/22/2020,11:39 AM,660 N GRIFFIN ST,75202,1/A,45K,14,2100,VEHICLE,2009,BMW MINI COOPER,MECHANICAL FAILURE MALFUNCTION OTHER,4000,-3000,0,1000,NO,
18322,2020141144,06/27/2020,04:09 AM,12660 JUPITER RD,75238,4/B,28U,9,13010,APARTMENTS,3,WOOD,UNDETERMINED,28050000,-40000,-200,28009800,NO,YES
18215,2020165525,07/25/2020,01:50 PM,9655 STONEWOOD DR,75227,8/A,49T,7,12100,CLOTHES (CRIMINAL MISCHIEF),,,INCENDIARY,0,0,0,0,,
18307,2020136621,06/21/2020,07:00 PM,8850 FERGUSON RD,75228,8/C,38W,7,12210,APARTMENTS,2,WOOD,UNDETERMINED,42000000,-5000000,0,37000000,NO,UNK
18288,2020132323,06/17/2020,02:29 AM,14350 DALLAS PKWY,75254,2/A,14H,11,13616,APARTMENTS,2,,UNDETERMINED,16275000,-5000,-1000,16269000,NO,YES
18184,,07/14/2020,08:59 AM,12609 WHISPERING HILLS  DR,75243,4/B-E,17V-E,,,FENCE,,WOOD,EXPOSURE (ACCIDENTAL),6500,0,-20000,-13500,NO,
18143,2020145728,07/02/2020,01:43 PM,11311 HARRY HINES BLVD,75229,7/C,22H,6,9900,COMMERCIAL,1,METAL,MECHANICAL FAILURE MALFUNCTION OTHER,30250,-100,-2500,27650,NO,NO
18149,2020149016,07/05/2020,06:54 PM,6136 LLANO AVE,75214,3/B,36U,14,1102,GARAGE,1,WOOD,NATURAL CONDITION OTHER,2500,-500,0,2000,N/A,
18243,2020120954,06/03/2020,11:38 PM,4155 S R L THORNTON FRWY,75224,5/C,64H,4,6002,COMMERCIAL,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,1240000,-5000,0,1235000,NO,NO
18323,2020140954,06/26/2020,09:55 PM,9737 FOREST LN,75243,4/B,17Y,10,19035,APARTMENTS (ROOF TOP),3,WOOD,UNDETERMINED,16700000,-2500,0,16697500,NO,UNK
18162,,07/05/2020,02:16 AM,4527 FALLS DR,75211,9/A-E,52R-E,,,DWELLING,1,WOOD,EXPOSURE (UNDETERMINED),176650,-1000,0,175650,N/A,UNK
18256,2020123789,06/06/2020,11:32 PM,1145 SEAFORD DR,75217,8/C,58L,5,9202,DWELLING,1,WOOD,INCENDIARY,138990,-20000,0,118990,NO,YES
18289,2020132313,06/17/2020,02:06 AM,4520 LUZON ST,75216,5/A,56Z,7,20200,DWELLING,1,WOOD,UNDETERMINED,42920,-30000,-3500,9420,NO,NO
18147,2020148441,07/05/2020,04:23 AM,2232 CORINTH ST,75216,4/A,55T,4,5500,COMMERCIAL,1,STEEL,UNDETERMINED,96000,-10000,0,86000,N/A,
18245,2020121079,06/04/2020,03:54 AM,9415 BRUTON RD,75217,8/C,59B,7,1200,VEHICLE,2016,DODGE CHARGER,INCENDIARY,17000,-5000,0,12000,N/A,NO
18186,2020154403,07/12/2020,02:41 AM,10500 FOREST  LN,75243,4/B,18W,10,19019,VEHICLE,2009,CHRYSLER 300,MECHANICAL FAILURE MALFUNCTION OTHER,25000,-15000,0,10000,,
18227,,07/27/2020,06:58 PM,6723 EASTRIDGE DR,75231,4/C-E,26V-E,,,DWELLING,3,WOOD,EXPOSURE (ACCIDENTAL),43000,-15000,0,28000,NO,YES
18251,2020122469,06/05/2020,05:34 PM,12303 PLANO RD,75243,4/B,18W,10,19019,APARTMENTS,2,WOOD,CUTTING WELDING TOO CLOSE TO COMBUSTIBLES,8400000,-10000,0,8390000,N/A,YES
18216,2020165230,07/25/2020,03:38 AM,2711 N HASKELL AVE,75204,3/A,45C,4,1600,VEHICLE,,CHEV CAVALIER,INCENDIARY,0,0,0,0,,
18285,2020127285,06/11/2020,04:12 AM,8910 SOUTHWESTERN BLVD,75214,4/A,36C,14,7903,APARTMENTS,3,BRICK,INCENDIARY,64005000,-2500,-1000,64001500,YES,YES
18273,2020129125,06/13/2020,09:20 AM,106 S FITZHUGH AVE,75226,3/A,46F,2,2400,UTILITY POLE,,,INCENDIARY (ILLEGAL BURNING),150,-150,0,0,N/A,NO
18144,2020143589,06/30/2020,03:04 AM,828 GREEN CASTLE DR,75232,5/C,64G,4,11002,VEHICLE,2015,FORD F150,INCENDIARY,25000,-8000,0,17000,,
18195,2020160006,07/18/2020,03:33 PM,5880 BERNAL DR,75212,9/C,42T,6,10602,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,18263170,-100,0,18263070,NO,YES
18224,2020166818,07/27/2020,02:21 AM,8303 E R L THORNTON FWY WB,75228,8/B,48E,7,12204,MOTEL,2,WOOD,INCENDIARY,1274200,-200,-3000,1271000,NO,YES
18253,2020123094,06/06/2020,10:57 AM,3104 SEATON DR,75216,5/C,56X,4,8701,VEHICLE,,JOHNNY PAG,INCENDIARY,1500,-1500,0,0,N/A,NO
18220,2020166283,07/26/2020,01:31 PM,4709 MONARCH ST,75204,3/B,35Z,2,800,GARAGE,1,WOOD,UNDETERMINED,110000,-10000,-100000,0,NO,NO
18316,2020140277,06/26/2020,04:38 AM,4815 COLLINS AVE,75210,3/A,47N,7,2701,COMMERCIAL,1,,UNDETERMINED,78240,-10000,0,68240,NO,NO
18211,2020164986,07/24/2020,08:37 PM,6624 WINDROCK RD,75252,2/C,5G,12,31718,GARAGE,1,WOOD,UNDETERMINED,563165,-6000,-30000,527165,NO,NO
18154,2020147184,07/04/2020,02:37 AM,4631 KUSHLA AVE,75216,5/C,65J,4,5901,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,149370,-10000,0,139370,N/A,NO
18279,2020130222,06/14/2020,03:46 PM,9986 CONSTANCE ST,75220,7/B,23R,6,9802,DWELLING,1,WOOD,UNDETERMINED,305160,-110000,-30000,165160,NO,NO
18321,2020140547,06/26/2020,01:05 PM,3019 BICKERS ST,75212,9/B,43L,6,20500,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,25000,-50000,-2500,-27500,NO,YES
18312,2020138417,06/23/2020,08:42 PM,7925 SANTA ROSA DR,75241,5/B,76A,8,16701,APARTMENTS,1,WOOD,EQUIPMENT NOT OPERATED PROPERLY,157260,-22000,-10000,125260,NO,YES
18324,2020142135,06/28/2020,11:19 AM,9727 FOREST LN,75243,4/A,17Y,10,19035,APARTMENTS,3,WOOD,UNDETERMINED,16500000,-3500,0,16496500,NO,UNK
18232,2020169564,07/30/2020,03:13 PM,8325 MEADOW RD,75231,4/C,26L,13,7823,APARTMENTS,2,WOOD,INCENDIARY,5380020,-11000,-2000,5367020,NO,YES
18167,2020152021,07/09/2020,01:36 PM,2750 LONE STAR DR,75212,9/C,43U,6,20500,TRASH,,,INCENDIARY,4606280,0,0,4606280,,
18280,,06/14/2020,03:46 PM,9990 CONSTANCE ST,,7/B-E,23R-E,,,DWELLING,1,WOOD,EXPOSURE (UNDETERMINED),257970,-100000,-60000,97970,,
18225,2020167218,07/27/2020,03:21 PM,10606 CADE RD,75217,8/C,69G,8,11602,DWELLING,1,WOOD,UNDETERMINED,87820,-10000,0,77820,NO,NO
18281,2020130505,06/14/2020,09:57 PM,11283 WOODMEADOW PKWY,75228,4/B,39C,9,12604,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,45000,-6000,-200,38800,NO,UNK
18258,2020124225,06/07/2020,03:19 PM,6625 MEADE ST,75232,5/A,64U,3,11103,DWELLING,1,WOOD,INCENDIARY,85000,0,-50,84950,NO,NO
18314,2020139242,06/24/2020,09:39 PM,2607 SAN JACINTO ST,75201,1/C,45G,14,1701,VEHICLE,2014,NISSAN SENTRA,MECHANICAL FAILURE MALFUNCTION OTHER,5000,-2500,0,2500,N/A,NO
18228,2020167665,07/28/2020,07:16 AM,1515 PRESIDIO AVE,75216,5/C,65B,4,5700,SHED,1,METAL,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,1500,-1000,-500,0,NO,NO
18150,2020144500,07/01/2020,04:12 AM,1007 N FITZHUGH AVE,75204,3/A,46B,2,1504,DWELLING,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,121500,-100,0,121400,NO,YES
18204,2020162107,07/21/2020,08:03 AM,5500 SCYENE RD,75227,3/C,47T,5,8400,VEHICLE,2002,CHEVY TRAIL,UNDETERMINED,1000,-1000,0,0,,
18223,2020166806,07/27/2020,01:55 AM,212 S BUCKNER BLVD,75217,8/B,58U,5,11602,COMMERCIAL,1,,UNDETERMINED,335510,-335510,0,0,NO,NO
18236,2020118706,06/01/2020,08:19 AM,3742 RUSKIN ST,75215,1/A,46X,7,3700,DWELLING,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,52450,-2000,-100,50350,N/A,NO
18286,2020126818,06/10/2020,02:55 PM,252 S JIM MILLER RD,75217,8/A,58W,8,11601,VEHICLE,1999,PLYM VAN,INCENDIARY,1000,-1000,0,0,,
18160,2020151079,07/08/2020,12:26 PM,320 E JEFFERSON BLVD,75203,6/B,54H,1,4800,COMMERCIAL,3,BRICK,UNSPECIFIED SHORT CIRCUIT ARC,2000000,-75000,0,1925000,YES,YES
18261,2020125801,06/09/2020,11:51 AM,17616 WOODS EDGE DR,75287,2/C,5E,12,31706,DWELLING,2,WOOD,UNDETERMINED,1760732,-1260732,-500000,0,UNK,YES
18317,2020106028,05/16/2020,09:31 AM,10359 CYMBAL DR,75217,8/C,59L,5,11900,VEHICLE,1996,HONDA CIVIC,UNDETERMINED,1000,-1000,0,0,N/A,
18151,2020149814,07/06/2020,05:26 PM,3324 MCKINNEY AVE,75204,3/C,45B,14,1703,APARTMENTS,7,,UNDETERMINED,30340000,0,-40000,30300000,YES,YES
18145,2020147448,07/04/2020,11:43 AM,5419 BLACKHAWK DR,75212,9/A,42U,6,10602,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,93330,-100,0,93230,N/A,YES
18155,2020147944,07/04/2020,09:45 PM,3130 STAG RD,75241,5/A,66F,8,8701,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,8515000,-4000,-500,8510500,NO,YES
18191,2020159515,07/17/2020,10:51 PM,10128 PLUMMER DR,75228,4/B,39K,9,12603,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,469930,-1000,0,468930,NO,YES
18156,2020148321,07/05/2020,02:16 AM,4527 FALLS DR,75211,9/A,52R,3,6501,TRASH,,,UNDETERMINED,0,0,0,0,,UNK
18290,2020133017,06/17/2020,10:32 PM,2722 S BUCKNER BLVD,75227,8/B,48Y,5,9900,APARTMENTS,2,WOOD,UNDETERMINED,2750000,-100000,0,2650000,NO,YES
18183,2020156428,07/14/2020,08:59 AM,12609 WHISPERING HILLS  DR,75243,4/B,17V,10,19018,VEHICLE,2009,PETERBILT AUTO SIDE LOADER,MECHANICAL FAILURE MALFUNCTION OTHER,10000,-140000,0,-130000,NO,
18192,2020159488,07/17/2020,10:22 PM,9653 LARGA DR,75220,7/B,23V,6,9802,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,120000,-5000,0,115000,NO,NO
18176,2020155574,07/13/2020,09:59 AM,9818 WITHAM  ST,75220,7/A,23R,6,9802,DWELLING,1,WOOD,UNDETERMINED,150540,-5000,0,145540,NO,YES
18262,2020126399,06/10/2020,12:23 AM,1607 STONEMAN ST,75215,1/C,56B,7,4000,DWELLING,1,WOOD,UNDETERMINED,67420,-30000,0,37420,NO,NO
18189,2020150933,07/08/2020,08:40 AM,9340 SKILLMAN ST,75243,4/B,27D,10,18506,APARTMENTS,3,WOOD,EQUIPMENT UNATTENDED,19625000,-20000,-2500,19602500,NO,YES
18185,2020157197,07/15/2020,07:56 AM,10752 BROCKBANK  DR,75229,7/B,23F,6,9701,VEHICLE,2004,NISSAN ARMADA LE,INCENDIARY,4500,-500,0,4000,NO,
18221,,07/26/2020,01:31 PM,2009 N PRAIRIE AVE,75204,3/B-E,35Z-E,,,FENCE,,,EXPOSURE (UNDETERMINED),0,-1000,0,-1000,NO,NO
18193,2020159632,07/18/2020,01:08 AM,4838 ELSIE FAYE HEGGINS ST,75210,1/B,47N,7,2701,VEHICLE,2010,DODGE CHALLENGER,INCENDIARY,7100,-6500,0,600,,
18234,2020170101,07/31/2020,07:21 AM,3702 FRANKFORD RD,75287,2/A,4E,12,21636,APARTMENTS,3,WOOD,UNDETERMINED,54731038,0,-100,54730938,YES,YES
18197,2020160528,07/19/2020,06:28 AM,4327 HOLLAND AVE,75219,3/A,35S,14,603,DWELLING,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,114250,-1000,-250,113000,NO,YES
18210,2020164331,07/24/2020,12:03 AM,9891 WEBB CHAPEL RD,75220,7/B,23Q,6,9803,DUMPSTER,,,UNDETERMINED,3000,-3000,0,0,NO,NO
18165,2020152027,07/09/2020,01:43 PM,1706 KRAFT ST,75212,9/C,44J,6,10101,OPEN LOT AREA,,,INCENDIARY,0,0,0,0,NO,
18294,,06/06/2020,01:10 PM,10835 COMPOSITE DR,,7/C-E,22R-E,,,HOTEL,4,WOOD,EXPOSURE (ACCIDENTAL),1780710,-1000,0,1779710,YES,YES
18190,2020159135,07/17/2020,03:16 PM,5349 BOURQUIN ST,75210,3/B,47X,7,11500,DWELLING,1,WOOD,UNDETERMINED,60000,-5000,-1000,54000,N/A,YES
18188,2020158079,07/16/2020,10:09 AM,2708 ROUTH  ST,75201,1/A,45F,4,1800,RESTAURANT,2,WOOD,FAILURE TO CLEAN,4760500,-50000,0,4710500,NO,YES
18303,2020135940,06/20/2020,11:23 PM,9616 C F HAWN SERV WB,75217,8/B,69B,5,11701,HOTEL,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,722130,-100,0,722030,YES,YES
18233,2020170642,07/31/2020,08:46 PM,6301 GASTON AVE,75214,3/C,36Y,14,1400,OFFICE,4,CONCRETE,MECHANICAL FAILURE MALFUNCTION OTHER,24440000,0,0,24440000,NO,YES
18308,2020134738,06/19/2020,09:18 PM,6392 ABRAMS CT,75231,4/A,26Z,9,7809,FENCE,,,NATURAL CONDITION OTHER,183320,-150,0,183170,UNK,UNK
18171,2020154411,07/12/2020,02:53 AM,3514 MEADOW ST,75215,3/B,46U,7,3700,DWELLING,1,WOOD,UNDETERMINED,45000,-500,0,44500,N/A,YES
18267,2020127142,06/10/2020,10:37 PM,12250 ABRAMS RD,75243,4/A,17W,10,19034,APARTMENTS,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS OTHER,18720000,-2500,0,18717500,NO,UNK
18259,2020124567,06/07/2020,10:45 PM,4605 CEDAR SPRINGS RD,75219,3/A,34V,2,405,CONDOMINIUMS,3,WOOD,INCENDIARY,262875,0,-75,262800,YES,YES
18275,2020129402,06/13/2020,04:00 PM,3222 TREZEVANT ST,75210,3/A,46P,7,20300,SHED,1,WOOD,UNDETERMINED,200,-200,0,0,N/A,NO
18257,2020124004,06/07/2020,07:57 AM,2933 NANDINA DR,75241,5/C,76A,8,16701,DWELLING,1,WOOD,INCENDIARY,101805,-50,-25,101730,N/A,NO
18181,2020156082,07/13/2020,08:33 PM,3800 CEDARDALE  RD,75241,5/A,76G,8,16703,VEHICLE,2009,SCION XB,INCENDIARY,0,-3000,0,-3000,,
18325,2020142074,06/28/2020,08:41 AM,2193 L B J FWY WB,75234,7/A,12Y,6,14002,VEHICLE,2016,CHEVY TAHOE,IMPROPER CONTAINER OR STORAGE PROCEDURE,22000,-12000,-8000,2000,NO,
18326,2020142377,06/28/2020,06:02 PM,3930 CEDARDALE RD,75241,5/A,76G,8,16703,VEHICLE,2014,HYUNDAI SONATA,INCENDIARY,6000,-6000,0,0,NO,NO
18213,,07/24/2020,11:27 PM,3913 GANNON LN,75237,6/C-E,73A-E,,,APARTMENTS,2,WOOD,EXPOSURE (ACCIDENTAL),8388910,-5000,0,8383910,NO,YES
18319,,06/23/2020,08:56 AM,2903 EMBER CREST RD,,5/B-E,66E-W,,,VEHICLE,1998,CHEVROLET BLAZER,EXPOSURE (UNDETERMINED),2000,-500,0,1500,,
18207,2020162906,07/22/2020,08:29 AM,2035 LAURAETTE DR,75208,1/A,43Z,1,4400,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,242510,-1000,0,241510,NO,YES
18240,2020120111,06/03/2020,12:12 AM,1801 N GRIFFIN ST,75202,1/B,45K,14,2100,COMMERCIAL,4,STEEL,UNSPECIFIED SHORT CIRCUIT ARC,5100000,-50,0,5099950,YES,YES
18141,2020144893,07/01/2020,03:07 PM,9760 SCYENE RD,75227,8/A,49X,7,12000,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,18510000,-25000,-2500,18482500,NO,YES
18231,2020168532,07/29/2020,07:15 AM,2700 CHARBA ST,75223,3/C,47N,7,2701,VEHICLE,2018,NISSAN ROGUE,UNDETRMINED,16000,-16000,0,0,N/A,UNK
18202,2020162478,07/21/2020,05:27 PM,1650 KESSLER CANYON DR,75208,6/C,44T,1,4400,DWELLING,1.5,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,639580,-500,0,639080,N/A,YES
18300,2020134463,06/19/2020,04:18 PM,11682 FOREST CENTRAL DR,75243,4/A,26B,10,7805,COMMERCIAL,1,,UNDETERMINED,5476490,-1000,0,5475490,NO,NO
18148,2020148560,07/05/2020,08:01 AM,6529 GODFREY AVE,75217,8/B,57R,5,9303,GARAGE,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,5000,-500,0,4500,N/A,NO
18230,2020168026,07/28/2020,03:09 PM,2700 SOUTHERLAND AVE,75203,5/A,56J,4,8603,VEHICLE,,FORD F150,INCENDIARY,20000,-20000,0,0,N/A,NO
18199,2020161510,07/20/2020,01:44 PM,2811 OBANNON DR,75224,6/B,54U,4,6200,SHED,1,PLASTIC,UNDETERMINED,500,-500,0,0,NO,NO
18208,2020163573,07/23/2020,02:16 AM,8634 CRAIGE DR,75217,8/A,58M,5,9201,DWELLING,1,WOOD,INCENDIARY,130320,-50,-20,130250,NO,YES
18291,2020132901,06/17/2020,08:09 PM,9761 CLIFFORD DR,75220,7/B,33A,6,10000,WAREHOUSE,1,,MECHANICAL FAILURE MALFUNCTION OTHER,3127700,-2000,-1500000,1625700,YES,YES
18244,2020120604,06/03/2020,04:07 PM,1918 DUDLEY ST,75203,6/C,55L,4,8900,VEHICLE,1990,CHEVY TRUCK,INCENDIARY,1500,-1500,0,0,,
18254,2020123265,06/06/2020,02:27 PM,3610 PUEBLO ST,75212,9/C,43K,6,10500,DWELLING,1,WOOD,UNDETERMINED,199490,-15000,-8500,175990,NO,YES
18163,2020151817,07/09/2020,09:02 AM,1325 STARK RD,75253,8/C,70L,8,17004,DWELLING,1,,UNDETERMINED,11000,-10000,-1000,0,N/A,NO
18302,2020134431,06/19/2020,03:41 PM,6333 SYMPHONY LN,75227,8/A,48F,7,12207,TRASH,,,INCENDIARY,0,0,0,0,N/A,NO
18282,2020130532,06/14/2020,10:32 PM,3900 INVESTOR DR,75237,5/B,63W,8,10904,VEHICLE,1996,CHEVROLET CAMARO,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,2000,-500,0,1500,,
18304,2020136450,06/21/2020,01:57 PM,8616 GREENMOUND AVE,75227,8/C,58D,5,9000,DWELLING,1,BRICK,MECHANICAL FAILURE MALFUNCTION OTHER,186080,-2000,0,184080,NO,YES
18301,2020134229,06/19/2020,11:23 PM,421 W LAWSON RD,75253,8/A,70C,8,17101,DWELLING,1,WOOD,UNDETERMINED,36410,-500,-1000,34910,,YES
18146,2020148284,07/05/2020,01:42 AM,2343 E PENTAGON PKWY,75241,5/A,65M,8,8705,DWELLING,1,WOOD,UNDETERMINED,57000,-25000,0,32000,N/A,YES
18246,2020117455,05/30/2020,06:07 PM,1350 SKYLINE RD,75051,9/B,51A-K,3,15900,APARTMENTS,2,BRICK,EQUIPMENT UNATTENDED,9000000,-2000,0,8998000,YES,YES
18293,2020125885,06/09/2020,01:10 PM,10835 COMPOSITE DR,75220,7/C,22R,6,9900,VEHICLE,2004,CHEVROLET TAHOE,ELECTRICAL FAILURE MALFUNCTION OTHER,3500,-3000,-500,0,,
18255,2020123546,06/06/2020,07:11 PM,10900 GOODNIGHT LN,75220,7/C,22Q,6,9900,TRAVEL TRAILER,,,UNDETERMINED,8000,-8000,0,0,NO,UNK
